"0","146"
"1","38"
"2","49"
"3","34"
"4","34"
"5","34"
"6","35"
"7","37"
"8","34"
"9","32"
"10","33"
"11","35"
"12","33"
"13","32"
"14","32"
"15","34"
"16","35"
"17","31"
"18","35"
"19","32"
"20","32"
"21","36"
"22","32"
"23","35"
"24","37"
"25","32"
"26","33"
"27","37"
"28","31"
"29","35"
"30","33"
"31","30"
"32","33"
"33","35"
"34","31"
"35","32"
"36","37"
"37","35"
"38","33"
"39","35"
"40","36"
"41","33"
"42","33"
"43","33"
"44","32"
"45","32"
"46","34"
"47","33"
"48","30"
"49","33"
"50","32"
"51","31"
"52","31"
"53","32"
"54","33"
"55","31"
"56","32"
"57","31"
"58","31"
"59","33"
"60","32"
"61","32"
"62","35"
"63","32"
"64","33"
"65","33"
"66","32"
"67","32"
"68","31"
"69","30"
"70","35"
"71","32"
"72","35"
"73","34"
"74","32"
"75","34"
"76","30"
"77","33"
"78","35"
"79","36"
"80","34"
"81","32"
"82","35"
"83","34"
"84","34"
"85","36"
"86","34"
"87","34"
"88","36"
"89","33"
"90","36"
"91","33"
"92","34"
"93","33"
"94","35"
"95","35"
"96","36"
"97","33"
"98","32"
"99","35"
"100","34"
"101","33"
"102","32"
"103","34"
"104","31"
"105","32"
"106","32"
"107","30"
"108","31"
"109","32"
"110","34"
"111","33"
"112","31"
"113","34"
"114","32"
"115","32"
"116","31"
"117","34"
"118","32"
"119","34"
"120","36"
"121","32"
"122","33"
"123","31"
"124","30"
"125","33"
"126","33"
"127","32"
"128","31"
"129","33"
"130","30"
"131","30"
"132","33"
"133","33"
"134","32"
"135","34"
"136","34"
"137","33"
"138","35"
"139","31"
"140","34"
"141","33"
"142","34"
"143","32"
"144","30"
"145","35"
"146","31"
"147","34"
"148","31"
"149","32"
"150","29"
"151","36"
"152","34"
"153","33"
"154","43"
"155","35"
"156","35"
"157","40"
"158","38"
"159","43"
"160","32"
"161","32"
"162","31"
"163","33"
"164","29"
"165","32"
"166","37"
"167","32"
"168","32"
"169","33"
"170","32"
"171","39"
"172","39"
"173","33"
"174","36"
"175","34"
"176","32"
"177","33"
"178","31"
"179","32"
"180","33"
"181","35"
"182","33"
"183","33"
"184","33"
"185","33"
"186","32"
"187","31"
"188","31"
"189","35"
"190","32"
"191","32"
"192","36"
"193","31"
"194","32"
"195","37"
"196","30"
"197","37"
"198","31"
"199","35"
"200","34"
"201","34"
"202","34"
"203","33"
"204","32"
"205","35"
"206","32"
"207","33"
"208","36"
"209","35"
"210","33"
"211","36"
"212","33"
"213","40"
"214","43"
"215","38"
"216","32"
"217","35"
"218","33"
"219","44"
"220","37"
"221","32"
"222","33"
"223","37"
"224","38"
"225","41"
"226","37"
"227","36"
"228","37"
"229","39"
"230","40"
"231","42"
"232","35"
"233","35"
"234","40"
"235","45"
"236","36"
