"237","32"
"238","30"
"239","32"
"240","32"
"241","34"
"242","31"
"243","32"
"244","34"
"245","34"
"246","30"
"247","33"
"248","35"
"249","41"
"250","34"
"251","31"
"252","34"
"253","33"
"254","32"
"255","32"
"256","31"
"257","35"
"258","33"
"259","32"
"260","34"
"261","32"
"262","40"
"263","32"
"264","33"
"265","34"
"266","34"
"267","31"
"268","34"
"269","31"
"270","33"
"271","32"
"272","33"
"273","35"
"274","32"
"275","33"
"276","32"
"277","34"
"278","32"
"279","31"
"280","37"
"281","34"
"282","31"
"283","33"
"284","32"
"285","37"
"286","33"
"287","32"
"288","30"
"289","32"
"290","33"
"291","31"
"292","32"
"293","32"
"294","34"
"295","33"
"296","33"
"297","34"
"298","36"
"299","31"
"300","33"
"301","33"
"302","33"
"303","32"
"304","31"
"305","32"
"306","35"
"307","37"
"308","34"
"309","30"
"310","32"
"311","32"
"312","33"
"313","32"
"314","30"
"315","31"
"316","32"
"317","34"
"318","31"
"319","34"
"320","34"
"321","33"
"322","32"
"323","33"
"324","32"
"325","32"
"326","30"
"327","32"
"328","33"
"329","34"
"330","35"
"331","33"
"332","33"
"333","34"
"334","42"
"335","35"
"336","31"
"337","34"
"338","33"
"339","32"
"340","32"
"341","36"
"342","35"
"343","35"
"344","33"
"345","38"
"346","32"
"347","38"
"348","34"
"349","32"
"350","34"
"351","36"
"352","33"
"353","32"
"354","32"
"355","35"
"356","36"
"357","34"
"358","32"
"359","35"
"360","35"
"361","32"
"362","34"
"363","36"
"364","34"
"365","35"
"366","35"
"367","32"
"368","34"
"369","36"
"370","33"
"371","32"
"372","34"
"373","33"
"374","37"
"375","33"
"376","36"
"377","33"
"378","38"
"379","37"
"380","38"
"381","33"
"382","36"
"383","33"
"384","36"
"385","32"
"386","33"
"387","34"
"388","39"
"389","37"
"390","36"
"391","36"
"392","36"
"393","37"
"394","33"
"395","33"
"396","36"
"397","34"
"398","32"
"399","37"
"400","34"
"401","33"
"402","35"
"403","34"
"404","33"
"405","33"
"406","34"
"407","33"
"408","33"
"409","35"
"410","33"
"411","36"
"412","36"
"413","35"
"414","36"
"415","34"
"416","33"
"417","33"
"418","34"
"419","36"
"420","34"
"421","33"
"422","36"
"423","36"
"424","34"
"425","34"
"426","33"
"427","34"
"428","34"
"429","37"
"430","31"
"431","36"
"432","33"
"433","34"
"434","35"
"435","33"
"436","37"
"437","33"
"438","35"
"439","36"
"440","33"
"441","32"
"442","35"
"443","33"
"444","32"
"445","34"
"446","36"
"447","36"
"448","34"
"449","36"
"450","32"
"451","36"
"452","37"
"453","34"
"454","33"
"455","33"
"456","37"
"457","34"
"458","34"
"459","33"
"460","33"
"461","39"
"462","34"
"463","34"
"464","34"
"465","33"
"466","36"
"467","36"
"468","34"
"469","33"
"470","37"
"471","38"
"472","32"
"473","34"
"474","33"
"475","34"
"476","32"
"477","34"
"478","36"
"479","34"
"480","37"
"481","34"
"482","34"
"483","38"
"484","37"
"485","34"
"486","32"
"487","36"
"488","33"
"489","38"
"490","36"
"491","35"
"492","32"
"493","35"
"494","34"
"495","33"
"496","36"
"497","36"
"498","41"
"499","40"
"500","36"
"501","33"
"502","36"
"503","38"
"504","31"
"505","32"
"506","39"
"507","38"
"508","42"
"509","35"
"510","34"
"511","36"
"512","38"
"513","37"
"514","39"
"515","33"
"516","34"
"517","35"
"518","47"
"519","40"
"520","37"
"521","38"
"522","35"
"523","39"
"524","39"
"525","39"
"526","40"
"527","45"
"528","37"
"529","34"
"530","37"
"531","37"
"532","36"
"533","37"
"534","34"
"535","37"
"536","36"
"537","37"
"538","36"
"539","37"
"540","36"
"541","33"
"542","44"
"543","45"
"544","33"
"545","36"
"546","37"
"547","39"
"548","37"
"549","35"
"550","47"
"551","42"
"552","38"
"553","38"
"554","38"
"555","33"
"556","37"
"557","38"
"558","32"
"559","38"
"560","34"
"561","34"
"562","38"
"563","32"
"564","34"
"565","34"
"566","39"
"567","37"
"568","37"
"569","35"
"570","37"
"571","36"
"572","34"
"573","37"
"574","37"
"575","35"
"576","36"
"577","39"
"578","38"
"579","34"
"580","38"
"581","42"
"582","33"
"583","33"
"584","36"
"585","38"
"586","38"
"587","37"
"588","35"
"589","38"
"590","39"
"591","38"
"592","38"
"593","40"
"594","40"
"595","47"
"596","40"
"597","41"
"598","44"
"599","43"
"600","36"
"601","35"
