"0","490"
"1","51"
"2","43"
"3","34"
"4","32"
"5","34"
"6","32"
"7","30"
"8","34"
"9","33"
"10","33"
"11","35"
"12","36"
"13","34"
"14","31"
"15","32"
"16","31"
"17","32"
"18","33"
"19","33"
"20","32"
"21","34"
"22","34"
"23","36"
"24","34"
"25","32"
"26","32"
"27","32"
"28","33"
"29","31"
"30","32"
"31","33"
"32","36"
"33","30"
"34","32"
"35","31"
"36","30"
"37","35"
"38","32"
"39","33"
"40","33"
"41","32"
"42","34"
"43","30"
"44","32"
"45","37"
"46","31"
"47","33"
"48","32"
"49","33"
"50","33"
"51","34"
"52","40"
"53","36"
"54","34"
"55","35"
"56","33"
"57","33"
"58","34"
"59","33"
"60","33"
"61","33"
"62","33"
"63","32"
"64","32"
"65","34"
"66","35"
"67","31"
"68","32"
"69","33"
"70","31"
"71","35"
"72","38"
"73","33"
"74","34"
"75","33"
"76","35"
"77","32"
"78","31"
"79","35"
"80","34"
"81","35"
"82","31"
"83","34"
"84","33"
"85","32"
"86","32"
"87","35"
"88","32"
"89","35"
"90","32"
"91","31"
"92","34"
"93","32"
"94","33"
"95","30"
"96","33"
"97","33"
"98","31"
"99","35"
"100","33"
"101","32"
"102","34"
"103","34"
"104","31"
"105","32"
"106","31"
"107","38"
"108","33"
"109","33"
"110","32"
"111","33"
"112","34"
"113","33"
"114","32"
"115","32"
"116","34"
"117","31"
"118","30"
"119","30"
"120","32"
"121","34"
"122","30"
"123","33"
"124","33"
"125","31"
"126","31"
"127","35"
"128","33"
"129","33"
"130","32"
"131","33"
"132","30"
"133","33"
"134","31"
"135","32"
"136","31"
"137","34"
"138","33"
"139","32"
"140","32"
"141","31"
"142","32"
"143","32"
"144","33"
"145","31"
"146","32"
"147","38"
"148","30"
"149","34"
"150","32"
"151","31"
"152","33"
"153","32"
"154","32"
"155","33"
"156","34"
"157","37"
"158","33"
"159","32"
"160","33"
"161","33"
"162","30"
"163","35"
"164","36"
"165","32"
"166","45"
"167","42"
"168","39"
"169","37"
"170","38"
"171","38"
"172","38"
"173","39"
"174","39"
"175","38"
"176","38"
"177","43"
"178","37"
"179","39"
"180","40"
"181","37"
"182","38"
"183","38"
"184","38"
"185","39"
"186","44"
"187","46"
"188","40"
"189","39"
"190","39"
"191","39"
"192","39"
"193","39"
"194","40"
"195","37"
"196","38"
"197","39"
"198","38"
"199","39"
"200","38"
"201","41"
"202","37"
"203","38"
"204","38"
"205","40"
"206","40"
"207","38"
"208","39"
"209","41"
"210","37"
"211","38"
"212","38"
"213","38"
"214","39"
"215","39"
"216","38"
"217","43"
"218","37"
"219","39"
"220","38"
"221","39"
"222","38"
"223","39"
"224","40"
"225","39"
"226","37"
"227","39"
"228","38"
"229","39"
"230","39"
"231","40"
"232","38"
"233","38"
"234","38"
"235","38"
"236","39"
"237","41"
"238","37"
"239","39"
"240","38"
"241","38"
"242","39"
"243","39"
"244","40"
"245","39"
"246","39"
"247","42"
"248","40"
"249","39"
"250","39"
"251","39"
"252","38"
"253","38"
"254","38"
"255","41"
"256","38"
"257","39"
"258","42"
"259","40"
"260","38"
"261","40"
"262","39"
"263","39"
"264","38"
"265","41"
"266","40"
"267","55"
"268","40"
"269","38"
"270","37"
"271","38"
"272","39"
"273","40"
"274","38"
"275","39"
"276","42"
"277","50"
"278","39"
"279","37"
"280","39"
"281","38"
"282","39"
"283","38"
"284","38"
"285","39"
"286","43"
"287","40"
"288","38"
"289","41"
"290","37"
"291","38"
"292","38"
"293","39"
"294","39"
"295","38"
"296","40"
"297","43"
"298","40"
"299","37"
"300","38"
"301","39"
"302","39"
"303","40"
"304","38"
"305","40"
"306","40"
"307","40"
"308","39"
"309","40"
"310","39"
"311","39"
"312","36"
"313","37"
"314","32"
